yr,st,st_ansi,cty,cty_ansi,zip,netinc,st_cty_yr,fertilizer,fuel,labor,land,machinery,tractors,trucks
2017,GEORGIA,13,ECHOLS,101.0,,"1,373,000",GEORGIA_ECHOLS_2017,"2,873,000","796,000","4,381,000","9,160","9,724,000",156,120
2017,GEORGIA,13,IRWIN,155.0,,"20,380,000",GEORGIA_IRWIN_2017,"7,118,000","3,574,000","2,925,000","73,332","62,670,000",749,551
2017,GEORGIA,13,IRWIN,155.0,,"20,380,000",GEORGIA_IRWIN_2017,"7,118,000","3,574,000","4,181,000","73,332","62,670,000",749,551
2017,GEORGIA,13,JEFF DAVIS,161.0,,"8,207,000",GEORGIA_JEFF DAVIS_2017,"4,520,000","2,138,000","570,000","46,327","42,438,000",413,387
2017,GEORGIA,13,JEFF DAVIS,161.0,,"8,207,000",GEORGIA_JEFF DAVIS_2017,"4,520,000","2,138,000","1,606,000","46,327","42,438,000",413,387
2017,GEORGIA,13,LANIER,173.0,,"3,531,000",GEORGIA_LANIER_2017,"3,644,000","1,096,000","369,000","25,387","22,720,000",207,154
2017,GEORGIA,13,LANIER,173.0,,"3,531,000",GEORGIA_LANIER_2017,"3,644,000","1,096,000","1,755,000","25,387","22,720,000",207,154
2017,GEORGIA,13,LOWNDES,185.0,,"8,710,000",GEORGIA_LOWNDES_2017,"3,451,000","1,599,000","615,000","24,409","30,379,000",618,463
2017,GEORGIA,13,LOWNDES,185.0,,"8,710,000",GEORGIA_LOWNDES_2017,"3,451,000","1,599,000","3,119,000","24,409","30,379,000",618,463
2017,GEORGIA,13,TELFAIR,271.0,,"4,871,000",GEORGIA_TELFAIR_2017,"1,120,000","599,000", (D),"17,520","15,270,000",438,314
2017,GEORGIA,13,TELFAIR,271.0,,"4,871,000",GEORGIA_TELFAIR_2017,"1,120,000","599,000","333,000","17,520","15,270,000",438,314
2017,GEORGIA,13,TIFT,277.0,,"26,852,000",GEORGIA_TIFT_2017,"10,877,000","4,255,000","2,896,000","76,987","62,250,000",724,541
2017,GEORGIA,13,TIFT,277.0,,"26,852,000",GEORGIA_TIFT_2017,"10,877,000","4,255,000","6,445,000","76,987","62,250,000",724,541
2017,GEORGIA,13,TURNER,287.0,,"23,332,000",GEORGIA_TURNER_2017,"5,719,000","2,201,000","721,000","58,168","54,312,000",502,407
2017,GEORGIA,13,TURNER,287.0,,"23,332,000",GEORGIA_TURNER_2017,"5,719,000","2,201,000","1,740,000","58,168","54,312,000",502,407
2017,GEORGIA,13,WILCOX,315.0,,"39,493,000",GEORGIA_WILCOX_2017,"4,737,000","2,121,000","806,000","54,132","37,979,000",513,420
2017,GEORGIA,13,WILCOX,315.0,,"39,493,000",GEORGIA_WILCOX_2017,"4,737,000","2,121,000","1,749,000","54,132","37,979,000",513,420
2017,GEORGIA,13,WORTH,321.0,,"32,184,000",GEORGIA_WORTH_2017,"14,297,000","4,355,000","1,564,000","129,899","117,134,000",929,849
2017,GEORGIA,13,WORTH,321.0,,"32,184,000",GEORGIA_WORTH_2017,"14,297,000","4,355,000","5,897,000","129,899","117,134,000",929,849
2017,GEORGIA,13,APPLING,1.0,,"60,934,000",GEORGIA_APPLING_2017,"9,575,000","5,017,000","5,310,000","85,107","74,622,000","1,220","1,069"
2017,GEORGIA,13,APPLING,1.0,,"60,934,000",GEORGIA_APPLING_2017,"9,575,000","5,017,000","8,060,000","85,107","74,622,000","1,220","1,069"
2017,GEORGIA,13,BACON,5.0,,"22,120,000",GEORGIA_BACON_2017,"4,277,000","1,708,000","2,581,000","38,596","39,321,000",602,502
2017,GEORGIA,13,BACON,5.0,,"22,120,000",GEORGIA_BACON_2017,"4,277,000","1,708,000","4,369,000","38,596","39,321,000",602,502
2017,GEORGIA,13,BRANTLEY,25.0,,"162,000",GEORGIA_BRANTLEY_2017,"604,000","672,000", (D),"5,735","11,141,000",359,285
2017,GEORGIA,13,BRANTLEY,25.0,,"162,000",GEORGIA_BRANTLEY_2017,"604,000","672,000","3,117,000","5,735","11,141,000",359,285
2017,GEORGIA,13,BRYAN,29.0,,"8,000",GEORGIA_BRYAN_2017,"101,000","139,000", (D),"3,541","6,447,000",154,138
2017,GEORGIA,13,BRYAN,29.0,,"8,000",GEORGIA_BRYAN_2017,"101,000","139,000","150,000","3,541","6,447,000",154,138
2017,GEORGIA,13,CAMDEN,39.0,,"-201,000",GEORGIA_CAMDEN_2017,"31,000", (D), (D),"2,114","2,793,000",45,36
2017,GEORGIA,13,CAMDEN,39.0,,"-201,000",GEORGIA_CAMDEN_2017,"31,000", (D),"38,000","2,114","2,793,000",45,36
2017,GEORGIA,13,CHARLTON,49.0,,"295,000",GEORGIA_CHARLTON_2017,"201,000","331,000", (D),"2,297","6,605,000",199,178
2017,GEORGIA,13,CHARLTON,49.0,,"295,000",GEORGIA_CHARLTON_2017,"201,000","331,000","414,000","2,297","6,605,000",199,178
2017,GEORGIA,13,CHATHAM,51.0,,"6,732,000",GEORGIA_CHATHAM_2017,"540,000","533,000", (D),"1,707","8,710,000",81,81
2017,GEORGIA,13,CHATHAM,51.0,,"6,732,000",GEORGIA_CHATHAM_2017,"540,000","533,000","2,157,000","1,707","8,710,000",81,81
2017,GEORGIA,13,EVANS,109.0,,"12,289,000",GEORGIA_EVANS_2017,"2,325,000","961,000","1,828,000","14,389","14,953,000",254,204
2017,GEORGIA,13,EVANS,109.0,,"12,289,000",GEORGIA_EVANS_2017,"2,325,000","961,000","3,304,000","14,389","14,953,000",254,204
2017,GEORGIA,13,GLYNN,127.0,,"-670,000",GEORGIA_GLYNN_2017,"44,000","100,000","134,000",203,"3,629,000",64,60
2017,GEORGIA,13,LIBERTY,179.0,,"-305,000",GEORGIA_LIBERTY_2017,"71,000","122,000", (D),997,"2,529,000",83,77
2017,GEORGIA,13,LIBERTY,179.0,,"-305,000",GEORGIA_LIBERTY_2017,"71,000","122,000","96,000",997,"2,529,000",83,77
2017,GEORGIA,13,LONG,183.0,,"3,069,000",GEORGIA_LONG_2017,"295,000","168,000","42,000","3,025","6,058,000",163,155
2017,GEORGIA,13,MCINTOSH,191.0,,"932,000",GEORGIA_MCINTOSH_2017,"107,000","129,000","1,262,000","1,038","2,718,000",55,51
2017,GEORGIA,13,MCINTOSH,191.0,,"932,000",GEORGIA_MCINTOSH_2017,"107,000","129,000","1,349,000","1,038","2,718,000",55,51
2017,GEORGIA,13,PIERCE,229.0,,"8,307,000",GEORGIA_PIERCE_2017,"5,540,000","2,826,000","1,770,000","47,611","53,451,000",701,612
2017,GEORGIA,13,PIERCE,229.0,,"8,307,000",GEORGIA_PIERCE_2017,"5,540,000","2,826,000","3,506,000","47,611","53,451,000",701,612
2017,GEORGIA,13,TATTNALL,267.0,,"142,179,000",GEORGIA_TATTNALL_2017,"6,878,000","6,371,000","6,340,000","52,461","76,791,000","1,052","1,136"
2017,GEORGIA,13,TATTNALL,267.0,,"142,179,000",GEORGIA_TATTNALL_2017,"6,878,000","6,371,000","15,208,000","52,461","76,791,000","1,052","1,136"
2017,GEORGIA,13,TOOMBS,279.0,,"27,619,000",GEORGIA_TOOMBS_2017,"6,131,000","2,738,000","4,601,000","39,400","49,028,000",592,490
2017,GEORGIA,13,TOOMBS,279.0,,"27,619,000",GEORGIA_TOOMBS_2017,"6,131,000","2,738,000","6,711,000","39,400","49,028,000",592,490
2017,GEORGIA,13,WARE,299.0,,"12,358,000",GEORGIA_WARE_2017,"2,537,000","1,196,000","1,269,000","22,592","25,582,000",478,356
2017,GEORGIA,13,WARE,299.0,,"12,358,000",GEORGIA_WARE_2017,"2,537,000","1,196,000","2,214,000","22,592","25,582,000",478,356
2017,GEORGIA,13,WAYNE,305.0,,"7,250,000",GEORGIA_WAYNE_2017,"2,099,000","1,100,000","538,000","20,289","28,219,000",524,433
2017,GEORGIA,13,WAYNE,305.0,,"7,250,000",GEORGIA_WAYNE_2017,"2,099,000","1,100,000","1,093,000","20,289","28,219,000",524,433
2017,GEORGIA,13,BAKER,7.0,,"19,668,000",GEORGIA_BAKER_2017,"5,070,000","2,851,000","1,918,000","53,208","50,538,000",369,307
2017,GEORGIA,13,BAKER,7.0,,"19,668,000",GEORGIA_BAKER_2017,"5,070,000","2,851,000","3,845,000","53,208","50,538,000",369,307
2017,GEORGIA,13,CALHOUN,37.0,,"24,417,000",GEORGIA_CALHOUN_2017,"6,970,000","2,696,000","963,000","66,325","50,458,000",394,278
2017,GEORGIA,13,CALHOUN,37.0,,"24,417,000",GEORGIA_CALHOUN_2017,"6,970,000","2,696,000","3,528,000","66,325","50,458,000",394,278
2017,GEORGIA,13,CLAY,61.0,,"3,150,000",GEORGIA_CLAY_2017,"2,244,000","958,000","940,000","23,015","18,568,000",162,127
2017,GEORGIA,13,CLAY,61.0,,"3,150,000",GEORGIA_CLAY_2017,"2,244,000","958,000","1,294,000","23,015","18,568,000",162,127
2017,GEORGIA,13,DECATUR,87.0,,"56,301,000",GEORGIA_DECATUR_2017,"18,913,000","6,953,000","8,651,000","133,418","106,395,000",884,702
2017,GEORGIA,13,DECATUR,87.0,,"56,301,000",GEORGIA_DECATUR_2017,"18,913,000","6,953,000","13,343,000","133,418","106,395,000",884,702
2017,GEORGIA,13,DOUGHERTY,95.0,,"17,877,000",GEORGIA_DOUGHERTY_2017,"2,377,000","1,696,000","1,467,000","24,049","18,446,000",317,236
2017,GEORGIA,13,DOUGHERTY,95.0,,"17,877,000",GEORGIA_DOUGHERTY_2017,"2,377,000","1,696,000","3,339,000","24,049","18,446,000",317,236
2017,GEORGIA,13,EARLY,99.0,,"8,099,000",GEORGIA_EARLY_2017,"7,876,000","3,920,000","2,664,000","79,977","59,707,000",680,580
2017,GEORGIA,13,EARLY,99.0,,"8,099,000",GEORGIA_EARLY_2017,"7,876,000","3,920,000","4,803,000","79,977","59,707,000",680,580
2017,GEORGIA,13,GRADY,131.0,,"34,469,000",GEORGIA_GRADY_2017,"8,921,000","3,851,000", (D),"69,647","57,543,000",846,704
2017,GEORGIA,13,GRADY,131.0,,"34,469,000",GEORGIA_GRADY_2017,"8,921,000","3,851,000","11,810,000","69,647","57,543,000",846,704
2017,GEORGIA,13,LEE,177.0,,"27,678,000",GEORGIA_LEE_2017,"4,262,000","2,254,000","1,932,000","60,112","31,008,000",413,332
2017,GEORGIA,13,LEE,177.0,,"27,678,000",GEORGIA_LEE_2017,"4,262,000","2,254,000","4,356,000","60,112","31,008,000",413,332
2017,GEORGIA,13,MILLER,201.0,,"17,344,000",GEORGIA_MILLER_2017,"5,480,000","2,630,000","1,390,000","54,579","47,227,000",366,303
2017,GEORGIA,13,MILLER,201.0,,"17,344,000",GEORGIA_MILLER_2017,"5,480,000","2,630,000","3,096,000","54,579","47,227,000",366,303
2017,GEORGIA,13,MITCHELL,205.0,,"81,774,000",GEORGIA_MITCHELL_2017,"18,041,000","8,634,000","8,516,000","121,814","119,715,000","1,008",758
2017,GEORGIA,13,MITCHELL,205.0,,"81,774,000",GEORGIA_MITCHELL_2017,"18,041,000","8,634,000","16,302,000","121,814","119,715,000","1,008",758
2017,GEORGIA,13,QUITMAN,239.0,,"71,000",GEORGIA_QUITMAN_2017,"177,000","109,000", (D),"4,196","2,390,000",55,52
2017,GEORGIA,13,QUITMAN,239.0,,"71,000",GEORGIA_QUITMAN_2017,"177,000","109,000", (D),"4,196","2,390,000",55,52
2017,GEORGIA,13,RANDOLPH,243.0,,"12,963,000",GEORGIA_RANDOLPH_2017,"5,132,000","2,689,000","1,101,000","66,272","42,168,000",374,269
2017,GEORGIA,13,RANDOLPH,243.0,,"12,963,000",GEORGIA_RANDOLPH_2017,"5,132,000","2,689,000","2,460,000","66,272","42,168,000",374,269
2017,GEORGIA,13,SEMINOLE,253.0,,"21,343,000",GEORGIA_SEMINOLE_2017,"8,694,000","2,409,000","1,980,000","79,458","45,006,000",427,354
2017,GEORGIA,13,SEMINOLE,253.0,,"21,343,000",GEORGIA_SEMINOLE_2017,"8,694,000","2,409,000","3,482,000","79,458","45,006,000",427,354
2017,GEORGIA,13,STEWART,259.0,,"1,774,000",GEORGIA_STEWART_2017,"301,000","263,000", (D),"7,635","7,416,000",173,105
2017,GEORGIA,13,STEWART,259.0,,"1,774,000",GEORGIA_STEWART_2017,"301,000","263,000","193,000","7,635","7,416,000",173,105
2017,GEORGIA,13,SUMTER,261.0,,"42,189,000",GEORGIA_SUMTER_2017,"9,982,000","8,330,000","6,579,000","96,717","95,907,000",745,717
2017,GEORGIA,13,SUMTER,261.0,,"42,189,000",GEORGIA_SUMTER_2017,"9,982,000","8,330,000","9,821,000","96,717","95,907,000",745,717
2017,GEORGIA,13,TERRELL,273.0,,"12,643,000",GEORGIA_TERRELL_2017,"7,162,000","3,308,000","1,080,000","88,184","72,972,000",531,410
2017,GEORGIA,13,TERRELL,273.0,,"12,643,000",GEORGIA_TERRELL_2017,"7,162,000","3,308,000","3,426,000","88,184","72,972,000",531,410
2017,GEORGIA,13,THOMAS,275.0,,"15,521,000",GEORGIA_THOMAS_2017,"8,984,000","4,272,000","1,404,000","85,294","67,884,000",962,715
2017,GEORGIA,13,THOMAS,275.0,,"15,521,000",GEORGIA_THOMAS_2017,"8,984,000","4,272,000","6,522,000","85,294","67,884,000",962,715
2017,GEORGIA,13,WEBSTER,307.0,,"5,366,000",GEORGIA_WEBSTER_2017,"2,416,000","1,387,000","150,000","33,284","41,129,000",239,178
2017,GEORGIA,13,WEBSTER,307.0,,"5,366,000",GEORGIA_WEBSTER_2017,"2,416,000","1,387,000","1,211,000","33,284","41,129,000",239,178
2017,GEORGIA,13,CARROLL,45.0,,"63,354,000",GEORGIA_CARROLL_2017,"2,729,000","2,685,000","2,769,000","18,238","60,288,000","1,243","1,274"
2017,GEORGIA,13,CARROLL,45.0,,"63,354,000",GEORGIA_CARROLL_2017,"2,729,000","2,685,000","4,150,000","18,238","60,288,000","1,243","1,274"
2017,GEORGIA,13,CHATTAHOOCHEE,53.0,, (D),GEORGIA_CHATTAHOOCHEE_2017,"15,000", (D), (D),59,"840,000",16,16
2017,GEORGIA,13,CLAYTON,63.0,, (D),GEORGIA_CLAYTON_2017,"24,000","27,000", (D),165,"513,000",26,35
2017,GEORGIA,13,CLAYTON,63.0,, (D),GEORGIA_CLAYTON_2017,"24,000","27,000","209,000",165,"513,000",26,35
2017,GEORGIA,13,COWETA,77.0,,"-1,073,000",GEORGIA_COWETA_2017,"826,000","1,096,000","1,410,000","12,525","24,907,000",629,528
2017,GEORGIA,13,COWETA,77.0,,"-1,073,000",GEORGIA_COWETA_2017,"826,000","1,096,000","2,587,000","12,525","24,907,000",629,528
2017,GEORGIA,13,DOUGLAS,97.0,,"-326,000",GEORGIA_DOUGLAS_2017,"118,000","135,000", (D),"1,918","4,622,000",131,123
2017,GEORGIA,13,DOUGLAS,97.0,,"-326,000",GEORGIA_DOUGLAS_2017,"118,000","135,000","41,000","1,918","4,622,000",131,123
2017,GEORGIA,13,FAYETTE,113.0,,"-136,000",GEORGIA_FAYETTE_2017,"405,000","256,000", (D),"3,483","6,346,000",241,206
2017,GEORGIA,13,FAYETTE,113.0,,"-136,000",GEORGIA_FAYETTE_2017,"405,000","256,000","1,033,000","3,483","6,346,000",241,206
2017,GEORGIA,13,HARALSON,143.0,,"25,653,000",GEORGIA_HARALSON_2017,"810,000","888,000","775,000","7,735","19,071,000",548,519
2017,GEORGIA,13,HARALSON,143.0,,"25,653,000",GEORGIA_HARALSON_2017,"810,000","888,000","1,453,000","7,735","19,071,000",548,519
2017,GEORGIA,13,HARRIS,145.0,,"-1,588,000",GEORGIA_HARRIS_2017,"707,000","603,000","1,026,000","12,213","15,794,000",406,379
2017,GEORGIA,13,HARRIS,145.0,,"-1,588,000",GEORGIA_HARRIS_2017,"707,000","603,000","1,659,000","12,213","15,794,000",406,379
2017,GEORGIA,13,HEARD,149.0,,"15,164,000",GEORGIA_HEARD_2017,"605,000","1,151,000","347,000","7,635","17,588,000",443,388
2017,GEORGIA,13,HEARD,149.0,,"15,164,000",GEORGIA_HEARD_2017,"605,000","1,151,000","1,356,000","7,635","17,588,000",443,388
2017,GEORGIA,13,HENRY,151.0,,"-1,562,000",GEORGIA_HENRY_2017,"399,000","279,000","564,000","3,385","8,035,000",325,303
2017,GEORGIA,13,HENRY,151.0,,"-1,562,000",GEORGIA_HENRY_2017,"399,000","279,000","1,255,000","3,385","8,035,000",325,303
2017,GEORGIA,13,LAMAR,171.0,,"17,207,000",GEORGIA_LAMAR_2017,"700,000","525,000","395,000","10,155","19,281,000",377,346
2017,GEORGIA,13,LAMAR,171.0,,"17,207,000",GEORGIA_LAMAR_2017,"700,000","525,000","1,605,000","10,155","19,281,000",377,346
2017,GEORGIA,13,MACON,193.0,,"92,979,000",GEORGIA_MACON_2017,"7,245,000","5,017,000","13,946,000","59,515","61,819,000",750,602
2017,GEORGIA,13,MACON,193.0,,"92,979,000",GEORGIA_MACON_2017,"7,245,000","5,017,000","16,146,000","59,515","61,819,000",750,602
2017,GEORGIA,13,MARION,197.0,,"4,398,000",GEORGIA_MARION_2017,"920,000","926,000","284,000","14,414","22,117,000",434,362
2017,GEORGIA,13,MARION,197.0,,"4,398,000",GEORGIA_MARION_2017,"920,000","926,000","790,000","14,414","22,117,000",434,362
2017,GEORGIA,13,MERIWETHER,199.0,,"217,000",GEORGIA_MERIWETHER_2017,"1,256,000","872,000","1,786,000","13,851","29,346,000",608,508
2017,GEORGIA,13,MERIWETHER,199.0,,"217,000",GEORGIA_MERIWETHER_2017,"1,256,000","872,000","3,308,000","13,851","29,346,000",608,508
2017,GEORGIA,13,MUSCOGEE,215.0,,"-754,000",GEORGIA_MUSCOGEE_2017,"59,000","44,000", (D),"2,915","1,856,000",58,81
2017,GEORGIA,13,MUSCOGEE,215.0,,"-754,000",GEORGIA_MUSCOGEE_2017,"59,000","44,000","298,000","2,915","1,856,000",58,81
2017,GEORGIA,13,PIKE,231.0,,"3,037,000",GEORGIA_PIKE_2017,"485,000","585,000","303,000","8,568","18,629,000",435,351
2017,GEORGIA,13,PIKE,231.0,,"3,037,000",GEORGIA_PIKE_2017,"485,000","585,000","1,846,000","8,568","18,629,000",435,351
2017,GEORGIA,13,SCHLEY,249.0,,"5,591,000",GEORGIA_SCHLEY_2017,"358,000","611,000", (D),"8,489","5,386,000",150,98
2017,GEORGIA,13,SCHLEY,249.0,,"5,591,000",GEORGIA_SCHLEY_2017,"358,000","611,000","518,000","8,489","5,386,000",150,98
2017,GEORGIA,13,SPALDING,255.0,,"1,867,000",GEORGIA_SPALDING_2017,"415,000","285,000","173,000","4,812","7,211,000",313,286
2017,GEORGIA,13,SPALDING,255.0,,"1,867,000",GEORGIA_SPALDING_2017,"415,000","285,000","305,000","4,812","7,211,000",313,286
2017,GEORGIA,13,TALBOT,263.0,,"141,000",GEORGIA_TALBOT_2017,"169,000","204,000","435,000","4,830","7,156,000",176,126
2017,GEORGIA,13,TAYLOR,269.0,,"7,547,000",GEORGIA_TAYLOR_2017,"986,000","1,541,000","1,313,000","20,198","18,592,000",366,351
2017,GEORGIA,13,TAYLOR,269.0,,"7,547,000",GEORGIA_TAYLOR_2017,"986,000","1,541,000","1,572,000","20,198","18,592,000",366,351
2017,GEORGIA,13,TROUP,285.0,,"230,000",GEORGIA_TROUP_2017,"499,000","446,000","264,000","6,420","16,845,000",458,447
2017,GEORGIA,13,TROUP,285.0,,"230,000",GEORGIA_TROUP_2017,"499,000","446,000","765,000","6,420","16,845,000",458,447
2017,GEORGIA,13,UPSON,293.0,,"17,147,000",GEORGIA_UPSON_2017,"517,000","1,328,000","1,588,000","9,496","18,000,000",377,334
2017,GEORGIA,13,UPSON,293.0,,"17,147,000",GEORGIA_UPSON_2017,"517,000","1,328,000","2,127,000","9,496","18,000,000",377,334
2017,HAWAII,15,HAWAII,1.0,,"49,939,000",HAWAII_HAWAII_2017,"12,882,000","10,930,000","36,736,000","82,295","176,664,000","2,597","4,667"
2017,HAWAII,15,HAWAII,1.0,,"49,939,000",HAWAII_HAWAII_2017,"12,882,000","10,930,000","75,185,000","82,295","176,664,000","2,597","4,667"
2017,HAWAII,15,KAUAI,7.0,,"-13,235,000",HAWAII_KAUAI_2017,"5,464,000","3,785,000","14,910,000","29,262","36,990,000",519,873
2017,HAWAII,15,KAUAI,7.0,,"-13,235,000",HAWAII_KAUAI_2017,"5,464,000","3,785,000","25,544,000","29,262","36,990,000",519,873
2017,HAWAII,15,MAUI & KALWAO,9.0,,"-13,055,000",HAWAII_MAUI & KALWAO_2017,"3,523,000","3,620,000","52,548,000","56,551","72,464,000",994,"1,602"
2017,HAWAII,15,MAUI & KALWAO,9.0,,"-13,055,000",HAWAII_MAUI & KALWAO_2017,"3,523,000","3,620,000","62,694,000","56,551","72,464,000",994,"1,602"
2017,HAWAII,15,HONOLULU,3.0,,"10,914,000",HAWAII_HONOLULU_2017,"9,919,000","5,177,000","34,690,000","23,067","85,318,000",885,"1,317"
2017,HAWAII,15,HONOLULU,3.0,,"10,914,000",HAWAII_HONOLULU_2017,"9,919,000","5,177,000","66,781,000","23,067","85,318,000",885,"1,317"
2017,IDAHO,16,BANNOCK,5.0,,"7,061,000",IDAHO_BANNOCK_2017,"2,664,000","2,735,000","3,147,000","181,486","73,553,000","1,057","1,177"
2017,IDAHO,16,BANNOCK,5.0,,"7,061,000",IDAHO_BANNOCK_2017,"2,664,000","2,735,000","4,673,000","181,486","73,553,000","1,057","1,177"
2017,IDAHO,16,BEAR LAKE,7.0,,"12,128,000",IDAHO_BEAR LAKE_2017,"2,034,000","3,371,000","597,000","108,279","55,934,000",806,920
2017,IDAHO,16,BEAR LAKE,7.0,,"12,128,000",IDAHO_BEAR LAKE_2017,"2,034,000","3,371,000","2,394,000","108,279","55,934,000",806,920
2017,IDAHO,16,BINGHAM,11.0,,"74,752,000",IDAHO_BINGHAM_2017,"57,028,000","20,524,000","39,842,000","397,718","303,732,000","2,477","4,004"
2017,IDAHO,16,BINGHAM,11.0,,"74,752,000",IDAHO_BINGHAM_2017,"57,028,000","20,524,000","47,233,000","397,718","303,732,000","2,477","4,004"
2017,IDAHO,16,BONNEVILLE,19.0,,"39,256,000",IDAHO_BONNEVILLE_2017,"18,889,000","8,996,000","9,796,000","260,589","144,842,000","1,570","1,986"
2017,IDAHO,16,BONNEVILLE,19.0,,"39,256,000",IDAHO_BONNEVILLE_2017,"18,889,000","8,996,000","12,426,000","260,589","144,842,000","1,570","1,986"
2017,IDAHO,16,BUTTE,23.0,,"15,119,000",IDAHO_BUTTE_2017,"3,343,000","2,449,000","1,607,000","78,610","40,138,000",432,543
2017,IDAHO,16,BUTTE,23.0,,"15,119,000",IDAHO_BUTTE_2017,"3,343,000","2,449,000","3,197,000","78,610","40,138,000",432,543
2017,IDAHO,16,CARIBOU,29.0,,"22,831,000",IDAHO_CARIBOU_2017,"10,045,000","4,392,000","5,414,000","217,111","90,036,000",727,"1,131"
2017,IDAHO,16,CARIBOU,29.0,,"22,831,000",IDAHO_CARIBOU_2017,"10,045,000","4,392,000","8,071,000","217,111","90,036,000",727,"1,131"
2017,IDAHO,16,CLARK,33.0,,"5,766,000",IDAHO_CLARK_2017,"2,588,000","1,150,000","1,964,000","40,726","21,776,000",168,230
2017,IDAHO,16,CLARK,33.0,,"5,766,000",IDAHO_CLARK_2017,"2,588,000","1,150,000","2,478,000","40,726","21,776,000",168,230
2017,IDAHO,16,CUSTER,37.0,,"10,886,000",IDAHO_CUSTER_2017,"2,285,000","2,079,000","1,761,000","49,688","45,141,000",553,694
2017,IDAHO,16,CUSTER,37.0,,"10,886,000",IDAHO_CUSTER_2017,"2,285,000","2,079,000","3,411,000","49,688","45,141,000",553,694
2017,IDAHO,16,FRANKLIN,41.0,,"20,862,000",IDAHO_FRANKLIN_2017,"2,655,000","4,273,000","5,438,000","132,085","101,337,000","1,602","1,731"
2017,IDAHO,16,FRANKLIN,41.0,,"20,862,000",IDAHO_FRANKLIN_2017,"2,655,000","4,273,000","8,921,000","132,085","101,337,000","1,602","1,731"
2017,IDAHO,16,FREMONT,43.0,,"23,201,000",IDAHO_FREMONT_2017,"27,018,000","4,962,000","11,246,000","171,002","115,750,000",972,"1,527"
2017,IDAHO,16,FREMONT,43.0,,"23,201,000",IDAHO_FREMONT_2017,"27,018,000","4,962,000","12,971,000","171,002","115,750,000",972,"1,527"
2017,IDAHO,16,JEFFERSON,51.0,,"35,902,000",IDAHO_JEFFERSON_2017,"29,507,000","12,012,000","18,119,000","228,278","198,616,000","1,598","2,032"
2017,IDAHO,16,JEFFERSON,51.0,,"35,902,000",IDAHO_JEFFERSON_2017,"29,507,000","12,012,000","21,418,000","228,278","198,616,000","1,598","2,032"
2017,IDAHO,16,LEMHI,59.0,,"11,105,000",IDAHO_LEMHI_2017,"1,472,000","1,734,000","2,253,000","46,419","40,820,000",655,717
2017,IDAHO,16,LEMHI,59.0,,"11,105,000",IDAHO_LEMHI_2017,"1,472,000","1,734,000","3,351,000","46,419","40,820,000",655,717
2017,IDAHO,16,MADISON,65.0,,"38,576,000",IDAHO_MADISON_2017,"29,320,000","6,094,000","11,498,000","159,995","131,487,000","1,053","1,635"
2017,IDAHO,16,MADISON,65.0,,"38,576,000",IDAHO_MADISON_2017,"29,320,000","6,094,000","12,986,000","159,995","131,487,000","1,053","1,635"
2017,IDAHO,16,ONEIDA,71.0,,"14,997,000",IDAHO_ONEIDA_2017,"2,147,000","2,336,000","1,989,000","151,329","58,336,000",724,913
2017,IDAHO,16,ONEIDA,71.0,,"14,997,000",IDAHO_ONEIDA_2017,"2,147,000","2,336,000","2,967,000","151,329","58,336,000",724,913
2017,IDAHO,16,POWER,77.0,,"31,334,000",IDAHO_POWER_2017,"41,829,000","9,367,000","14,950,000","381,427","129,360,000",897,"1,604"
2017,IDAHO,16,POWER,77.0,,"31,334,000",IDAHO_POWER_2017,"41,829,000","9,367,000","25,085,000","381,427","129,360,000",897,"1,604"
2017,IDAHO,16,TETON,81.0,,"10,194,000",IDAHO_TETON_2017,"5,362,000","2,224,000","5,292,000","84,385","50,100,000",543,698
2017,IDAHO,16,TETON,81.0,,"10,194,000",IDAHO_TETON_2017,"5,362,000","2,224,000","6,322,000","84,385","50,100,000",543,698
2017,IDAHO,16,BENEWAH,9.0,,"4,419,000",IDAHO_BENEWAH_2017,"4,441,000","1,157,000","968,000","82,097","37,118,000",416,544
2017,IDAHO,16,BENEWAH,9.0,,"4,419,000",IDAHO_BENEWAH_2017,"4,441,000","1,157,000","3,533,000","82,097","37,118,000",416,544
2017,IDAHO,16,BONNER,17.0,,"-3,517,000",IDAHO_BONNER_2017,"737,000","1,521,000","853,000","32,849","51,487,000","1,294","1,373"
2017,IDAHO,16,BONNER,17.0,,"-3,517,000",IDAHO_BONNER_2017,"737,000","1,521,000","1,546,000","32,849","51,487,000","1,294","1,373"
2017,IDAHO,16,BOUNDARY,21.0,,"3,293,000",IDAHO_BOUNDARY_2017,"1,943,000","1,440,000","9,071,000","44,491","34,887,000",627,632
2017,IDAHO,16,BOUNDARY,21.0,,"3,293,000",IDAHO_BOUNDARY_2017,"1,943,000","1,440,000","9,765,000","44,491","34,887,000",627,632
2017,IDAHO,16,CLEARWATER,35.0,,"1,390,000",IDAHO_CLEARWATER_2017,"721,000","575,000", (D),"24,789","17,090,000",408,444
2017,IDAHO,16,CLEARWATER,35.0,,"1,390,000",IDAHO_CLEARWATER_2017,"721,000","575,000","1,523,000","24,789","17,090,000",408,444
2017,IDAHO,16,IDAHO,49.0,,"9,888,000",IDAHO_IDAHO_2017,"5,271,000","3,538,000","2,225,000","180,642","79,879,000","1,251","1,514"
2017,IDAHO,16,IDAHO,49.0,,"9,888,000",IDAHO_IDAHO_2017,"5,271,000","3,538,000","3,454,000","180,642","79,879,000","1,251","1,514"
